provider_id,facility_name,address,city,state,zip_code,area_type,total_beneficiaries,total_discharges
390163,Acmh Hospital,One Nolte Drive,Kittanning,PA,16201,"Secondary flow 30% to <50% to a urbanized area of 50,000 and greater",340,449
390164,Upmc Presbyterian Shadyside,200 Lothrop Street,Pittsburgh,PA,15213,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5585,7833
390168,Butler Memorial Hospital,One Hospital Way,Butler,PA,16001,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1107,1431
390173,Indiana Regional Medical Center,835 Hospital Road,Indiana,PA,15701,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",733,985
390174,Thomas Jefferson University Hospital,111 South 11th Street,Philadelphia,PA,19107,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",6541,8645
390178,Upmc Horizon,110 North Main Street,Greenville,PA,16125,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",527,676
390179,Chester County Hospital,701 East Marshall Street,West Chester,PA,19380,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4238,6021
390180,Crozer Chester Medical Center,One Medical Center Boulevard,Upland,PA,19013,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1663,2231
390183,St Luke's Miners Memorial Hospital,360 W Ruddle Street,Coaldale,PA,18218,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",629,901
390184,Penn Highlands Connellsville,401 East Murphy Avenue,Connellsville,PA,15425,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",97,117
390185,Lehigh Valley Hospital - Hazleton,700 East Broad Street,Hazleton,PA,18201,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1155,1616
390195,Lankenau Medical Center,100 Lancaster Ave,Wynnewood,PA,19096,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4278,5668
390198,Millcreek Community Hospital,5515 Peach Street,Erie,PA,16509,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",195,248
390199,Punxsutawney Area Hospital,81 Hillcrest Drive,Punxsutawney,PA,15767,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",179,240
390201,Lehigh Valley Hospital - Pocono,206 East Brown Street,East Stroudsburg,PA,18301,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1615,2155
390203,Doylestown Hospital,595 West State St,Doylestown,PA,18901,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3835,5480
390204,Nazareth Hospital,2601 Holme Ave,Philadelphia,PA,19152,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1242,1743
390211,Sharon Regional Health System,740 East State Street,Sharon,PA,16146,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",830,1119
390217,Excela Health Frick Hospital,508 South Church Street,Mount Pleasant,PA,15666,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",306,413
390219,Excela Health Latrobe Hospital,One Mellon Way,Latrobe,PA,15650,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",786,1067
390222,Riddle Memorial Hospital,1068 West Baltimore Pike,Media,PA,19063,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2861,3762
390223,Penn Presbyterian Medical Center,51 North 39th Street,Philadelphia,PA,19104,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3277,4042
390225,Wellspan Ephrata Community Hospital,169 Martin Avenue,Ephrata,PA,17522,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1172,1523
390226,Pennsylvania Hospital,800 Spruce Street,Philadelphia,PA,19107,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2316,3097
390228,St Clair Hospital,1000 Bower Hill Road,Pittsburgh,PA,15243,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2080,2856
390231,Abington Memorial Hospital,1200 Old York Road,Abington,PA,19001,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",6463,9283
390233,Upmc Hanover,300 Highland Ave,Hanover,PA,17331,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1442,2029
390237,Regional Hospital Of Scranton,746 Jefferson Avenue,Scranton,PA,18501,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2262,3161
390256,Milton S Hershey Medical Center,500 University Drive,Hershey,PA,17033,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3828,5238
390258,St Mary Medical Center,Langhorne-Newtown Rd,Langhorne,PA,19047,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3808,5536
390265,Jefferson Hospital,565 Coal Valley Road,Jefferson Hills,PA,15025,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1418,1962
390266,Grove City Hospital,631 North Broad Street Ext.,Grove City,PA,16127,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",206,258
390267,Forbes Hospital,2570 Haymaker Road,Monroeville,PA,15146,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1822,2586
390268,Mount Nittany Medical Center,1800 East Park Ave,State College,PA,16803,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1710,2443
390270,Geisinger Wyoming Valley Medical Center,1000 East Mountain Boulevard,Wilkes Barre,PA,18711,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3672,5268
390272,Valley Forge Medical Center,1033 West Germantown Pike,Norristown,PA,19403,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",129,151
390278,Eagleville Hospital,100 Eagleville Rd,Eagleville,PA,19408,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",38,55
390304,Roxborough Memorial Hospital,5800 Ridge Ave,Philadelphia,PA,19128,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",420,523
390307,Edgewood Surgical Hospital,239 Edgewood Drive Extension,Transfer,PA,16154,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",43,43
390316,Surgical Institute Of Reading,2752 Century Boulevard,Wyomissing,PA,19610,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",129,130
390322,Rothman Orthopaedic Specialty Hospital Llc,3300 Tillman Drive,Bensalem,PA,19020,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",268,274
390323,Advanced Surgical Hospital,100 Trich Drive,Washington,PA,15301,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",230,235
390324,Physician's Care Surgical Hospital,454 Enterprise Drive,Royersford,PA,19468,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",103,103
390325,Oss Orthopaedic Hospital,1861 Powder Mill Rd,York,PA,17402,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",360,390
390326,St Luke's Hospital - Anderson Campus,1872 St Luke's Blvd,Easton,PA,18045,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2927,4175
390327,Wellspan Surgery And Rehabilitation Hospital,55 Monument Road,York,PA,17403,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",52,57
390328,Upmc East,2775 Mosside Boulevard,Monroeville,PA,15146,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1119,1495
390329,Einstein Medical Center Montgomery,559 West Germantown Pike,East Norriton,PA,19403,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2179,3026
390330,St Luke's Hospital - Monroe Campus,100 St Luke's Lane,Stroudsburg,PA,18360,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1791,2577
390331,Wills Eye Hospital,840 Walnut Street,Philadelphia,PA,19107,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",16,16
390332,Geisinger St. Luke's  Hospital,100 Paramount Boulevard,Orwigsburg,PA,17961,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",1004,1423
390333,"Ahn Emerus Westmoreland, Llc",6321 Route 30,Greensburg,PA,15601,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",59,62
390334,Ahn Wexford Hospital,12351 Perry Highway,Wexford,PA,15090,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",923,1180
390335,St Luke's Hospital - Carbon Campus,500 St Luke's Drive,Lehighton,PA,18235,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",996,1416
390336,Penn State Health Hampden Medical Center,2200 Good Hope Road,Enola,PA,17025,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",702,972
390337,Geisinger Medical Center Muncy,255 Route 220 Highway,Muncy,PA,17756,"Secondary flow 30% to <50% to a urbanized area of 50,000 and greater",258,331
390338,Lehigh Valley Hospital - Dickson City,330 Main Street,Dickson City,PA,18519,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",679,774
390339,Penn State Health Lancaster Medical Center,2160 State Road,Lancaster,PA,17601,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",958,1253
410004,Roger Williams Medical Center,825 Chalkstone Avenue,Providence,RI,2908,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",642,801
410005,Our Lady Of Fatima Hospital,200 High Service Avenue,North Providence,RI,2904,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",657,806
410006,Newport Hospital,11 Friendship Street,Newport,RI,2840,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",906,1202
410007,Rhode Island Hospital,593 Eddy Street,Providence,RI,2903,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4944,6354
410008,South County Hospital Inc,100 Kenyon Ave,Wakefield,RI,2879,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1322,1712
410009,Kent County Memorial Hospital,455 Toll Gate Rd,Warwick,RI,2886,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2049,2777
410010,Women & Infants Hospital Of Rhode Island,101 Dudley Street,Providence,RI,2905,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",87,111
410011,Landmark Medical Center,115 Cass Avenue,Woonsocket,RI,2895,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",788,1071
410012,The Miriam Hospital,164 Summit Avenue,Providence,RI,2906,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3545,4579
410013,Westerly Hospital,25 Wells Street,Westerly,RI,2891,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",784,1062
420002,Piedmont Medical Center,1731 Frank Gaston Blvd,Rock Hill,SC,29732,"Secondary flow 30% to <50% to a larger urbanized area of 50,000 and greater",2722,3656
420004,Musc Medical Center,169 Ashley Ave,Charleston,SC,29425,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",7005,9370
420005,Mcleod Medical Center - Dillon,301 E Jackson Street Po Box 1327,Dillon,SC,29536,"Small town high commuting: primary flow 30% or more to a urban cluster of 2,500 to 9,999",316,406
420007,Spartanburg Medical Center,101 E Wood St,Spartanburg,SC,29303,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5181,7064
420009,Prisma Health Oconee Memorial Hospital,298 Memorial Dr,Seneca,SC,29672,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1549,2106
420010,Carolina Pines Regional Medical Center,1304 W Bobo Newsom Hwy,Hartsville,SC,29550,"Micropolitan high commuting: primary flow 30% or more to a urban cluster of 10,000 to 49,999",570,762
420011,Cannon Memorial Hospital,123 W G Acker Drive,Pickens,SC,29671,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",105,119
420015,Prisma Health Baptist Easley Hospital,200 Fleetwood Drive,Easley,SC,29640,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",965,1205
420018,Prisma Health Richland Hospital,5 Medical Park,Columbia,SC,29203,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3887,4938
420019,Musc Health Chester Medical Center,1 Medical Park Drive,Chester,SC,29706,"Metropolitan area low commuting: primary flow 10% to <30% to a urbanized area of 50,000 and greater",140,177
420020,Tidelands Health,606 Black River Rd Drawer 1718,Georgetown,SC,29440,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",766,956
420023,St Francis-Downtown,One St Francis Dr,Greenville,SC,29601,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3891,5325
420026,Musc Health Columbia Medical Center Downtown,2435 Forest Drive,Columbia,SC,29204,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2157,2775
420027,Anmed Health,800 N Fant St,Anderson,SC,29621,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3271,4616
420030,Colleton Medical Center,501 Robertson Boulevard,Walterboro,SC,29488,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",493,636
420033,Prisma Health Greer Memorial Hospital,1413 John B White Sr Blvd Suite D,Spartanburg,SC,29306,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1048,1271
